Nombre Institución;Tipo Institución;Nombre de la Sede;Comuna donde se imparte la carrera o programa;Nombre Region;Orden Geográfico de la Región (Norte aSur);Carrera Genérica;Nombre Programa;Area Conocimiento;Vacantes (1)
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Finanzas y similares;TNS Financiero;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Antofagasta;Antofagasta;Región de Antofagasta;3;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;80
C.F.T. INACAP;C.F.T.;Arica;Arica;Región de Arica y Parinacota;1;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;99
C.F.T. INACAP;C.F.T.;Arica;Arica;Región de Arica y Parinacota;1;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;36
C.F.T. INACAP;C.F.T.;Calama;Calama;Región de Antofagasta;3;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;80
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;150
C.F.T. INACAP;C.F.T.;Copiapó;Copiapó;Región de Atacama;4;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;90
C.F.T. INACAP;C.F.T.;Curicó;Curicó;Región del Maule;9;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;60
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;60
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;40
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;150
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;50
C.F.T. INACAP;C.F.T.;Las Condes;Las Condes;Región Metropolitana;7;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;210
C.F.T. INACAP;C.F.T.;Las Condes;Las Condes;Región Metropolitana;7;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;70
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;60
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;265
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;60
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;60
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;75
C.F.T. INACAP;C.F.T.;Puerto Montt;Puerto Montt;Región de Los Lagos;14;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;85
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;95
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;75
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;115
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;50
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;90
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;80
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;175
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Gastronomía, Cocina y similares;TNS en Gastronomía;Administración y Comercio;35
C.F.T. INACAP;C.F.T.;Arica;Arica;Región de Arica y Parinacota;1;Técnico en Turismo, Hotelería y similares;TNS en Turismo;Administración y Comercio;15
C.F.T. INACAP;C.F.T.;Calama;Calama;Región de Antofagasta;3;Técnico en Turismo, Hotelería y similares;TNS en Turismo;Administración y Comercio;35
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Turismo, Hotelería y similares;TNS en Turismo;Administración y Comercio;40
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Turismo, Hotelería y similares;TNS en Turismo;Administración y Comercio;75
C.F.T. INACAP;C.F.T.;Las Condes;Las Condes;Región Metropolitana;7;Técnico en Turismo, Hotelería y similares;TNS en Turismo;Administración y Comercio;65
C.F.T. INACAP;C.F.T.;Las Condes;Ñuñoa;Región Metropolitana;7;Técnico en Turismo, Hotelería y similares;TNS en Turismo;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Turismo, Hotelería y similares;TNS en Turismo;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Turismo, Hotelería y similares;TNS en Turismo;Administración y Comercio;60
C.F.T. INACAP;C.F.T.;Puerto Montt;Puerto Montt;Región de Los Lagos;14;Técnico en Turismo, Hotelería y similares;TNS en Turismo;Administración y Comercio;35
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Turismo, Hotelería y similares;TNS en Turismo;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Turismo, Hotelería y similares;TNS en Turismo;Administración y Comercio;75
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Turismo, Hotelería y similares;TNS en Turismo;Administración y Comercio;60
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Turismo, Hotelería y similares;TNS en Turismo;Administración y Comercio;45
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico Agropecuario y similares;TNS Agrícola;Agricultura, Silvicultura, Pesca y Veterinaria;75
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico Agropecuario y similares;TNS Agrícola;Agricultura, Silvicultura, Pesca y Veterinaria;30
C.F.T. INACAP;C.F.T.;Coyhaique;Coyhaique;Región de Aysén;15;Técnico Agropecuario y similares;TNS Agrícola;Agricultura, Silvicultura, Pesca y Veterinaria;25
C.F.T. INACAP;C.F.T.;Curicó;Curicó;Región del Maule;9;Técnico Agropecuario y similares;TNS Agrícola;Agricultura, Silvicultura, Pesca y Veterinaria;65
C.F.T. INACAP;C.F.T.;Las Condes;Las Condes;Región Metropolitana;7;Técnico Agropecuario y similares;TNS Agrícola;Agricultura, Silvicultura, Pesca y Veterinaria;60
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico Agropecuario y similares;TNS Agrícola;Agricultura, Silvicultura, Pesca y Veterinaria;25
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico Agropecuario y similares;TNS Agrícola;Agricultura, Silvicultura, Pesca y Veterinaria;95
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico Agropecuario y similares;TNS Agrícola;Agricultura, Silvicultura, Pesca y Veterinaria;30
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico Agropecuario y similares;TNS Agrícola;Agricultura, Silvicultura, Pesca y Veterinaria;85
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico Agropecuario y similares;TNS Agrícola;Agricultura, Silvicultura, Pesca y Veterinaria;35
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico Agropecuario y similares;TNS Agrícola;Agricultura, Silvicultura, Pesca y Veterinaria;30
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico Agropecuario y similares;TNS Agrícola;Agricultura, Silvicultura, Pesca y Veterinaria;75
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico Agropecuario y similares;TNS Agrícola;Agricultura, Silvicultura, Pesca y Veterinaria;90
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico Agropecuario y similares;TNS Agrícola;Agricultura, Silvicultura, Pesca y Veterinaria;35
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Diseño de Vestuario;TNS Diseño & Producción de Moda;Arte y Arquitectura;40
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Diseño de Vestuario;TNS Diseño & Producción de Moda;Arte y Arquitectura;40
C.F.T. INACAP;C.F.T.;Las Condes;Las Condes;Región Metropolitana;7;Técnico en Diseño de Vestuario;TNS Diseño & Producción de Moda;Arte y Arquitectura;45
C.F.T. INACAP;C.F.T.;Las Condes;Las Condes;Región Metropolitana;7;Técnico en Diseño de Vestuario;TNS Diseño & Producción de Moda;Arte y Arquitectura;30
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Grafica;Arte y Arquitectura;30
C.F.T. INACAP;C.F.T.;Las Condes;Las Condes;Región Metropolitana;7;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Grafica;Arte y Arquitectura;30
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Grafica;Arte y Arquitectura;30
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Grafica;Arte y Arquitectura;30
C.F.T. INACAP;C.F.T.;Arica;Arica;Región de Arica y Parinacota;1;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Gráfica;Arte y Arquitectura;30
C.F.T. INACAP;C.F.T.;Curicó;Curicó;Región del Maule;9;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Gráfica;Arte y Arquitectura;30
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Gráfica;Arte y Arquitectura;35
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Gráfica;Arte y Arquitectura;45
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Gráfica;Arte y Arquitectura;25
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Gráfica;Arte y Arquitectura;30
C.F.T. INACAP;C.F.T.;Las Condes;Ñuñoa;Región Metropolitana;7;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Gráfica;Arte y Arquitectura;25
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Gráfica;Arte y Arquitectura;20
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Gráfica;Arte y Arquitectura;45
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Gráfica;Arte y Arquitectura;20
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Gráfica;Arte y Arquitectura;40
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Gráfica;Arte y Arquitectura;35
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Gráfica;Arte y Arquitectura;50
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Diseño Gráfico y similares;TNS en Diseño y Producción Gráfica;Arte y Arquitectura;30
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Química, Análisis Químico y similares;TNS en Tecnología en Análisis Químico;Ciencias;95
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Química, Análisis Químico y similares;TNS en Tecnología en Análisis Químico;Ciencias;40
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Química, Análisis Químico y similares;TNS en Tecnología en Análisis Químico;Ciencias;30
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Química, Análisis Químico y similares;TNS en Tecnología en Análisis Químico;Ciencias;30
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Enfermería y Similares;TNS en Enfermería;Salud;140
C.F.T. INACAP;C.F.T.;Copiapó;Copiapó;Región de Atacama;4;Técnico en Enfermería y Similares;TNS en Enfermería;Salud;115
C.F.T. INACAP;C.F.T.;Coyhaique;Coyhaique;Región de Aysén;15;Técnico en Enfermería y Similares;TNS en Enfermería;Salud;30
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Enfermería y Similares;TNS en Enfermería;Salud;30
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Enfermería y Similares;TNS en Enfermería;Salud;115
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Enfermería y Similares;TNS en Enfermería;Salud;150
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Enfermería y Similares;TNS en Enfermería;Salud;80
C.F.T. INACAP;C.F.T.;Puerto Montt;Puerto Montt;Región de Los Lagos;14;Técnico en Enfermería y Similares;TNS en Enfermería;Salud;60
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Enfermería y Similares;TNS en Enfermería;Salud;40
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Enfermería y Similares;TNS en Enfermería;Salud;120
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Enfermería y Similares;TNS en Enfermería;Salud;280
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Enfermería y Similares;TNS en Enfermería;Salud;110
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Enfermería y Similares;TNS en Enfermería;Salud;60
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico en Enfermería y Similares;TNS en Enfermería;Salud;60
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Enfermería y Similares;TNS en Enfermería;Salud;120
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Farmacia;TNS en Farmacia;Salud;30
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Farmacia;TNS en Farmacia;Salud;35
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Farmacia;TNS en Farmacia;Salud;30
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Farmacia;TNS en Farmacia;Salud;30
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Farmacia;TNS en Farmacia;Salud;35
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Farmacia;TNS en Farmacia;Salud;45
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Farmacia;TNS en Farmacia;Salud;30
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Farmacia;TNS en Farmacia;Salud;30
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Farmacia;TNS en Farmacia;Salud;40
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Farmacia;TNS en Farmacia;Salud;30
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico en Farmacia;TNS en Farmacia;Salud;30
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico en Farmacia;TNS en Farmacia;Salud;30
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Farmacia;TNS en Farmacia;Salud;40
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Farmacia;TNS en Farmacia;Salud;30
C.F.T. INACAP;C.F.T.;Coyhaique;Coyhaique;Región de Aysén;15;Técnico en Odontología, Asistente Dental y similares;TNS en Odontología;Salud;30
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Odontología, Asistente Dental y similares;TNS en Odontología;Salud;30
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Odontología, Asistente Dental y similares;TNS en Odontología;Salud;95
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Odontología, Asistente Dental y similares;TNS en Odontología;Salud;115
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Odontología, Asistente Dental y similares;TNS en Odontología;Salud;45
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Odontología, Asistente Dental y similares;TNS en Odontología;Salud;45
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico Laboratorista Clínico;TNS en Laboratorista Clínico, Banco de Sangre e Imagenología;Salud;25
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico Laboratorista Clínico;TNS en Laboratorista Clínico, Banco de Sangre e Imagenología;Salud;95
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico Laboratorista Clínico;TNS en Laboratorista Clínico, Banco de Sangre e Imagenología;Salud;50
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Administración de Redes Computacionales;TNS en Telecomunicaciones, Conectividad y Redes;Tecnología;25
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Administración de Redes Computacionales;TNS en Telecomunicaciones, Conectividad y Redes;Tecnología;20
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Administración de Redes Computacionales;TNS en Telecomunicaciones, Conectividad y Redes;Tecnología;20
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Administración de Redes Computacionales;TNS en Telecomunicaciones, Conectividad y Redes;Tecnología;35
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Administración de Redes Computacionales;TNS en Telecomunicaciones, Conectividad y Redes;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Administración de Redes Computacionales;TNS en Telecomunicaciones, Conectividad y Redes;Tecnología;30
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Administración de Redes Computacionales;TNS en Telecomunicaciones, Conectividad y Redes;Tecnología;30
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Administración de Redes Computacionales;TNS en Telecomunicaciones, Conectividad y Redes;Tecnología;20
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Administración de Redes Computacionales;TNS en Telecomunicaciones, Conectividad y Redes;Tecnología;30
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Administración de Redes Computacionales;TNS en Telecomunicaciones, Conectividad y Redes;Tecnología;20
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Administración de Redes Computacionales;TNS en Telecomunicaciones, Conectividad y Redes;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Administración de Redes Computacionales;TNS en Telecomunicaciones, Conectividad y Redes;Tecnología;35
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Administración de Redes Computacionales;TNS en Telecomunicaciones, Conectividad y Redes;Tecnología;30
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Administración de Redes Computacionales;TNS en Telecomunicaciones, Conectividad y Redes;Tecnología;25
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Administración de Redes Computacionales;TNS en Telecomunicaciones, Conectividad y Redes;Tecnología;20
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Administración de Redes Computacionales;TNS en Telecomunicaciones, Conectividad y Redes;Tecnología;30
C.F.T. INACAP;C.F.T.;Antofagasta;Antofagasta;Región de Antofagasta;3;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;55
C.F.T. INACAP;C.F.T.;Arica;Arica;Región de Arica y Parinacota;1;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;30
C.F.T. INACAP;C.F.T.;Arica;Arica;Región de Arica y Parinacota;1;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;30
C.F.T. INACAP;C.F.T.;Calama;Calama;Región de Antofagasta;3;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;30
C.F.T. INACAP;C.F.T.;Calama;Calama;Región de Antofagasta;3;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;30
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;45
C.F.T. INACAP;C.F.T.;Copiapó;Copiapó;Región de Atacama;4;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;50
C.F.T. INACAP;C.F.T.;Coyhaique;Coyhaique;Región de Aysén;15;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;20
C.F.T. INACAP;C.F.T.;Curicó;Curicó;Región del Maule;9;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;45
C.F.T. INACAP;C.F.T.;Curicó;Curicó;Región del Maule;9;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;25
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;35
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;35
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;20
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;20
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;70
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;30
C.F.T. INACAP;C.F.T.;Las Condes;Las Condes;Región Metropolitana;7;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;45
C.F.T. INACAP;C.F.T.;Las Condes;Las Condes;Región Metropolitana;7;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;30
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;35
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;25
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;85
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;60
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;70
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;45
C.F.T. INACAP;C.F.T.;Las Condes;Ñuñoa;Región Metropolitana;7;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;30
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;30
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;70
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;40
C.F.T. INACAP;C.F.T.;Puerto Montt;Puerto Montt;Región de Los Lagos;14;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;40
C.F.T. INACAP;C.F.T.;Puerto Montt;Puerto Montt;Región de Los Lagos;14;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;20
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Análisis de Sistemas Informáticos;TNS Analista Programador;Tecnología;45
